K_ratio,K_e_ratio
-3.7364225410464997,0.553490842970272
-3.714678278259668,0.5677730834284187
-3.7629458779740004,0.5369945633653592
-3.9366905541785564,0.41287097201520495
-3.733058248487077,0.5587635015345831
-3.779901759766595,0.524412494678375
-3.6964829520881697,0.5840164541865693
-3.709012420394986,0.5780380891860464
-3.7578435497928666,0.5403175173684318
-3.757551018556865,0.5379119853456812
-3.844573110259414,0.4821043357870527
-3.7531926918761256,0.5403373663946595
-3.7002248882234077,0.577021489219756
-3.7960293971643253,0.5178171602718314
-3.7135891611444047,0.5694113556848741
-3.7491221376923094,0.5490542440570854
-3.80481964651468,0.5076316500180531
-3.7954199506500297,0.5148160133239726
-3.7360653474172607,0.5530492905855344
-3.584157995449539,0.6535088754780196
-3.7081096335434665,0.5691471207043639
-3.757447286899978,0.5378017250176635
-3.694114174915202,0.5866149387605769
-3.6909031376397867,0.5831597949388827
-3.691011618910053,0.583100424003838
-3.803934062315063,0.5081077514063046
-3.733001450370925,0.5565886695199522
-3.7621612111017635,0.5380259128360164
-3.73265337639538,0.5565877618939052
-3.8182993815500605,0.4955808623780644
-3.762094200891687,0.5343846614852106
-3.7589322248734858,0.5382379759955985
-3.6510211465604976,0.6121481064919853
-3.7200341989962054,0.5631564114206977
-3.7131598066090135,0.5689249561919848
-3.718687994279375,0.567997176001417
-3.8648849717366103,0.4638470541760218
-3.718227637484835,0.5648519748633727
-3.6192668059957835,0.6317159624111167
-3.809339898098039,0.5094173852063759
-3.70269208762459,0.5781781503204273
-3.7629459072924103,0.5362999811409911
-3.7508632197219405,0.5479713424024888
-3.690466980917793,0.5827743107569994
-3.797743801890515,0.5130451222531813
-3.7597989437654467,0.5413437256444439
-3.6722496335077417,0.5996883904341251
-3.7617350161855843,0.5386830207335505
-3.6662253069048445,0.5998855739871111
-3.642535723335801,0.6164247060647656
-3.743413363834145,0.5502725917227456
-3.816885505513251,0.4996909987077555
-3.6501898351964646,0.6146402310163809
-3.740008481710562,0.5493525361616676
-3.6621120736037143,0.6030159885731615
-3.6304411062628628,0.6209793172136255
-3.72010383405807,0.5657809331998658
-3.697151407762628,0.5788063473849042
-3.6249491938789866,0.6287962759872048
-3.659425641650352,0.6052285374091281
-3.8111769112768554,0.5034427589393594
-3.703005183539451,0.5777384629367492
-3.6622020267775772,0.6001395987031237
-3.729173393290028,0.5586059055126764
-3.7144599629956216,0.5700707956744596
-3.7624099853721122,0.5353754055914067
-3.6751289988316933,0.5943862013627482
-3.701360399327212,0.5767009371078776
-3.782092605097385,0.5233527431637625
-3.8336243334050906,0.48997732454416226
-3.738396267304818,0.5533340731908436
-3.765427716916794,0.5342429679514347
-3.7436029016609793,0.546706525909536
-3.634489889110036,0.6211270243785519
-3.7348621449619563,0.5598757949467053
-3.7179709320175314,0.5674814459543248
-3.7431920889034123,0.5505603877996482
-3.721178553313774,0.5638409314814995
-3.714257668478216,0.568852461710995
-3.701772138922652,0.5757175357974855
-3.7405266639863948,0.548978882211248
-3.7124770045293363,0.5665761615248424
-3.6230595950930304,0.6291868857286946
-3.733182912873918,0.554582481767808
-3.558418712460536,0.6748905064219319
-3.736134108046413,0.5553676864501297
-3.685746485128495,0.5904887487797381
-3.7398486048026394,0.5526771419686747
-3.7660366702850663,0.5361917976453837
-3.682677915082745,0.5904050855825174
-3.822366602403409,0.4959827517620894
-3.7789460873121112,0.5271132571242207
-3.7046793238942257,0.5746496604587175
-3.7716958667484097,0.5323465213885619
-3.6654116040847904,0.6017376258812096
-3.7746176259293276,0.527932839345068
-3.755393068635511,0.5391053484536353
-3.7430308880588132,0.5453509591316339
-3.6885863297658434,0.5869373810137302
-3.659120709617017,0.6080391850272879
-3.7800166682876952,0.5257866997162084
-3.846429766859095,0.48366989572794306
-3.7286613354979607,0.5588148844869658
-3.6355868826489703,0.6206448410389931
-3.714368565129219,0.5703517224179262
-3.7613489807980294,0.5380943063751471
-3.6747305565036603,0.5954201153782099
-3.5916106915027073,0.6490867119209693
-3.6676064734799745,0.5995786789870972
-3.7137088547896036,0.5683532598149992
-3.7263285673279603,0.5636354613201495
-3.6432227924557994,0.6157511200194031
-3.740186390688122,0.5493975078876239
-3.759308360003469,0.5390484009383459
-3.767779167050215,0.5310367550090405
-3.73250899156351,0.5597737562089604
-3.75673355679329,0.5427174915101789
-3.8019320293576397,0.5090964584023807
-3.7120313866438237,0.5699816710535248
-3.667608856999601,0.6031648055759223
-3.7289748450383486,0.5572663157360794
-3.7474280718582333,0.545861348433335
-3.7508176116017116,0.5469906039899339
-3.761168442229989,0.539239716528006
-3.829099844748883,0.4923151692583631
-3.869743706785595,0.46680580896386314
-3.6879465714600292,0.5850595580989696
-3.7998386437645135,0.5121399407527513
-3.654626619299007,0.6098288886592447
-3.6535300876900347,0.6096716832137498
-3.705652560843964,0.5750699692744466
-3.7404435120272432,0.5484986996253743
-3.768870503183693,0.5337537532050698
-3.8087946700519826,0.501383643945655
-3.5814035353794327,0.6559569643017957
-3.7071335521696707,0.5768058798084409
-3.6464543458217533,0.611364716306915
-3.7942805548040406,0.5152415711897844
-3.6593700018417956,0.6026660637212903
-3.830272307169147,0.4889640609822221
-3.6233916690348704,0.629070032569948
-3.8609318647445994,0.4701528066333377
-3.8533117992057813,0.4762572130254284
-3.6955542294781067,0.5809643388744994
-3.722466062199766,0.5672618043155716
-3.6150975825425933,0.6363778943739435
-3.61163689138134,0.6360512268938286
-3.793124284724067,0.5162014346818179
-3.7658134093154483,0.536133587220619
-3.7069506322506984,0.5755608757760798
-3.7736638476899738,0.5276344658066954
-3.6627444641018267,0.6048628392446839
-3.7258980255694163,0.5582920255274423
-3.740820074574265,0.5504187945703687
-3.624017008181981,0.6283941175677902
-3.6361094045054365,0.6195380570819782
-3.7371259436542448,0.5550055402429499
-3.786005704539071,0.5202652014922372
-3.690584067924875,0.5857207270904142
-3.6514277469294254,0.6131613843306698
-3.732007849246907,0.5613561031700985
-3.587141514984648,0.6531025148455413
-3.649351887638769,0.6122159660319361
-3.729941221021351,0.5591346156942114
-3.7163195920640275,0.565782685720541
-3.6719043278246453,0.5991812051638638
-3.9112147968819144,0.43855712849419304
-3.8015520086024157,0.5103613497319732
-3.811022326556703,0.5073337969921647
-3.772369648908352,0.5302151549662779
-3.6549429777567704,0.6106127163593008
-3.6362392874981833,0.6166122839932145
-3.73619263386881,0.5584344262662458
-3.6254184952420525,0.6264888076567962
-3.7350562125915863,0.5564654083721681
-3.702951881844925,0.5743341323315462
-3.6640779216129897,0.6028849483467862
-3.72732770363535,0.5588021189070167
-3.756866932781638,0.542457254510775
-3.774540497299797,0.5300722769214488
-3.6536814395635346,0.6093764704156036
-3.6158037094610074,0.635878932877269
-3.556720823246456,0.6708186628292948
-3.7622067792627787,0.5388836492229335
-3.6945522503309562,0.583359900265626
-3.641900106524368,0.617853212400241
-3.605722601247537,0.6433915780426404
-3.56670492167616,0.665452790054706
-3.6607414921471593,0.6042967375864109
-3.8952611096368224,0.4446311079205068
-3.649351887638769,0.6122159660319361
-3.812100695801333,0.5013038643827858
-3.7445259217137976,0.5484130436257467
-3.777296723763251,0.5290134184422525
-3.740562002693543,0.5533290957036889
-3.7764749174370036,0.5267404370353201
-3.7262652067565756,0.559410944095218
-3.7475656447078376,0.5458545421112675
-3.768270767141563,0.5301189779889975
-3.758327017996758,0.5407376384156057
-3.778905256580809,0.5267465846058518
-3.6446014055743885,0.6165640709967822
-3.7781706678652593,0.5252374485943293
-3.690499154245289,0.5870509130961485
-3.817039149673084,0.4975316026104172
-3.6647270936249385,0.602371135892452
-3.733018083810297,0.5552787304977105
-3.663742146520173,0.603994123515884
-3.721595674768055,0.5624086405565007
-3.722541154333913,0.5656165008647058
-3.7628169379088905,0.5391164273082177
-3.7321648587138374,0.5586967537320695
-3.772857744972623,0.5293145069064159
-3.772333888137479,0.5315097158572393
-3.7400978084620293,0.5496287803739403
-3.7805132491583633,0.5230088537436796
-3.7094475433540572,0.573880884719626
-3.6652754135543115,0.6025896385431777
-3.758024861458385,0.5399584478521468
-3.776979644533246,0.5254161074212376
-3.7287255946310744,0.5589440586968277
-3.8042908082905855,0.507151417734302
-3.862966142566047,0.4671075138070476
-3.788002768005357,0.5245013813442816
-3.7673353829822296,0.5318383762898583
-3.700099258116368,0.5754963850449896
-3.6256848805234343,0.6270828005295718
-3.6472919093919014,0.6164492611453176
-3.668719823518189,0.5974341127393383
-3.6698481655836988,0.595681581842774
-3.587494279135772,0.651818604976795
-3.684984625940467,0.5894171777562458
-3.803487532123414,0.5083581001380262
-3.7310195247269196,0.5612803540997675
-3.760524589252745,0.5400131669072469
-3.773333786778959,0.5309338699833563
-3.707474371165017,0.5800437688997948
-3.75677512318227,0.5400647992069081
-3.6332968434391644,0.6197749216548467
-3.7497569389162924,0.5464633964764238
-3.8475788811908793,0.4747884640855627
-3.648628730202202,0.6121610157667412
-3.8271278410230365,0.4936722458383495
-3.7451443462696505,0.5489617887670349
-3.645348835912677,0.6126062093429157
-3.7613821784632906,0.5381995463971422
-3.8647921734716264,0.4654448577644564
-3.7753106502039997,0.5306611443179365
-3.69797486891106,0.57942660709615
-3.7513813260796507,0.5467846218147008
-3.671512459519545,0.600632164239825
-3.7609434992890636,0.538923838932556
-3.796918069424617,0.5148561085658778
-3.8514551866268576,0.47234244185499646
-3.61991296445548,0.6320255091963854
-3.706742064190708,0.5752608055648816
-3.728673838824651,0.5613604005550079
-3.807575841460431,0.5079434065413745
-3.7694551997507277,0.5294763205494161
-3.7232442775525505,0.5650290742885367
-3.7770002603188866,0.5258145901899838
-3.6950446848628675,0.5792674311027285
-3.709993297268002,0.5672795468050418
-3.8051793409451466,0.5085345991008132
-3.7123076349183277,0.571983070518322
-3.7334227987496638,0.5594940822006526
-3.6916885853417827,0.5781967444895174
-3.7477064217962908,0.5456232804617912
-3.7185312744922565,0.5650799949757953
-3.6695777307051474,0.5950744589275847
-3.8220312775684175,0.49663086557066255
-3.778345843318777,0.5243132086173469
-3.766640366688367,0.5361567591004449
-3.700661729360298,0.5774025082684691
-3.6912518058833794,0.5855511111514571
-3.6677215326378696,0.6011877195696161
-3.7352630228154955,0.5547963371096243
-3.621904739669792,0.6299237409405332
-3.661043493467546,0.6046864688574631
-3.739739753896097,0.5543173336904814
-3.7423322803921013,0.5485215597297908
-3.7723861391387237,0.5265735373510041
-3.5150993850097385,0.6968029740541865
-3.8029601235642034,0.509107166854678
-3.73908373928929,0.5533754250096344
-3.6815173875225495,0.5921388351623385
-3.7946536960344956,0.5172634564253218
-3.7333209043082127,0.5544704958216706
-3.611687571213261,0.637171002406742
-3.625172985712086,0.6316068842394142
-3.5748157345467653,0.6587218778065692
-3.80510358629532,0.509788300103503
-3.7638170432002673,0.5362367187962548
-3.6035596460754347,0.6417075021429172
-3.6127910240511163,0.6364793252814284
-3.7589322248734858,0.5382379759955985
-3.6935695333769716,0.580769076819274
-3.6969706671737237,0.5833234618976328
-3.8079368928386064,0.5040349239590114
-3.7932204496660273,0.5133772849915339
-3.8380017043328483,0.48733558818654926
-3.70547615928193,0.5748420940515951
-3.7847896427619423,0.518702046455652
-3.688974920218892,0.5864211345090806
-3.762243245983649,0.5372759342978894
-3.636221277488036,0.6207974407163972
-3.7519659561377834,0.5394441668344402
-3.8242909779639978,0.4978995435433328
-3.71048056925027,0.5690616603840537
-3.6727198319799728,0.5929757229262251
-3.7454202626203634,0.5491235867259282
-3.7341890784807923,0.5584020229225878
-3.647378474953564,0.6117217023592553
-3.6203211918263105,0.632323166014784
-3.839970821982647,0.4843413122548174
-3.7770698386591053,0.5282049646398067
-3.7408085819177663,0.5503519170444292
-3.693587601785611,0.5853552450448029
-3.77185363800151,0.530840371868853
-3.747538780849584,0.5482448648522054
-3.7904438571395707,0.5204633029351796
-3.700727173842259,0.5759097165760124
-3.716644655803027,0.5673389269403967
-3.6315741260651655,0.6222157193698903
-3.780684526194693,0.5264642437770791
-3.7016529578730015,0.5783986006411113
-3.7023247472698473,0.5782249280364917
-3.801980488979167,0.5091763230206222
-3.66342874374483,0.6011186701433554
-3.6832359565849124,0.5850972595362856
-3.758464334087217,0.5442739993357201
-3.7605031420897594,0.5374816113526333
-3.6627647132290315,0.6021123231119841
-3.671056996087191,0.598612733712236
-3.689945361460321,0.582879364043761
-3.718151793293311,0.5658035947827538
-3.736480699569725,0.5554034460082226
-3.7047713510190645,0.5750797984483835
-3.799626390721077,0.5092751077551075
-3.725776307752335,0.5622519052759618
-3.672198881745635,0.5959902605241025
-3.6558666904233728,0.6041993080853982
-3.762161297986345,0.5334740941968203
-3.716056872452284,0.5658660016068453
-3.65549606104992,0.6085242730239048
-3.6905547310360416,0.5856311731648948
-3.720983089540641,0.5648899364625933
-3.714617833550878,0.5654641649310764
-3.7105476600954916,0.5748819873846194
-3.728462541619085,0.5587046184882145
-3.710095256310594,0.5722755828958062
-3.8675931144183777,0.4664792488335964
-3.763840991822908,0.5357615294499313
-3.738917752895156,0.5554427301746112
-3.700953103073281,0.5780451429765927
-3.7715308214516066,0.529065717898167
-3.7150045830571576,0.5663316755107743
-3.744668091258401,0.5469932294936102
-3.7466869194269505,0.5467852867916206
-3.7080010293311743,0.5780419754990336
-3.83361938786832,0.4908053654118771
-3.77868748962327,0.5268371293924812
-3.847936489335888,0.47811732877214186
-3.7603364428041455,0.5391091027346353
-3.6097166717412046,0.6368300574900204
-3.776715835984652,0.5258121844587311
-3.7029133496489424,0.5779360391601035
-3.624533265502892,0.6270105556996637
-3.7380339475753233,0.5498013032670243
-3.772252938494488,0.5287684009410971
-3.7623290052426306,0.5361106137080874
-3.670544838914604,0.5988758516572713
-3.7308281973627464,0.5592835982908809
-3.5449512239485195,0.6774878945811769
-3.7503819813982875,0.5476134439846237
-3.692666645760949,0.582174599823117
-3.715913119303992,0.5656877342402113
-3.717763109118599,0.5664392130004844
-3.699098370195025,0.5805767877433174
-3.831205414033673,0.4935393666271992
-3.7350491921844364,0.5571290638753502
-3.6324857690066397,0.6200993696171747
-3.739995063201372,0.554539521178341
-3.825094557727967,0.4977413530481048
-3.7996456511797922,0.5091355194524986
-3.7843172795812694,0.5246123785716601
-3.7543506045084776,0.5414575184709912
-3.7986921199402928,0.5082614477425964
-3.8510600789355625,0.47822593389631685
-3.67331394429005,0.5946755968364568
-3.7520805312834447,0.5396664653464534
-3.6472939867546974,0.6137247711024864
-3.672130138423502,0.595875426913383
-3.7402939835569704,0.5501762518481079
-3.8107017446384575,0.505458331844774
-3.619949997799376,0.6338505956497607
-3.7254828174565,0.5583529294709493
-3.859457784857068,0.4733688908711424
-3.6756206242127742,0.5974511480105061
-3.7193086304525984,0.5653018366133322
-3.77834667057986,0.5263317081875395
-3.826827520065042,0.4911029890260855
-3.685894039389789,0.5867086878279278
-3.7126568636771937,0.5682641086411309
-3.7129652755541858,0.5749632983704244
-3.824004959106984,0.49115325697604273
-3.8027717713715075,0.5107587256802317
-3.7408502530301457,0.546262673681039
-3.6568900034585137,0.6066717112634652
-3.7468278171778664,0.5477028975434696
-3.7398790998856852,0.5532031818632681
-3.7001980783022828,0.5760629918311096
-3.643648468205041,0.614618463196626
-3.692061014091554,0.5821108849372397
-3.699553333670643,0.5777390318246761
-3.6974307476775516,0.5836175749894266
-3.622089023685664,0.6285146724166437
-3.7085129436426687,0.5744519880749802
-3.7432598462816045,0.5511629252122109
-3.7697718540117466,0.5312356942495395
-3.69045785126325,0.587917973600687
-3.795149061456351,0.516463092896234
-3.6648846552195606,0.6021628835873463
-3.6437380790700415,0.6159117507393922
-3.6937983114846933,0.5858694835179556
-3.6484258483730527,0.6126949530087091
-3.661269250579671,0.6020957952123701
-3.7415794997291156,0.5540105531870676
-3.6955466283023375,0.5834791165676341
-3.819989113620695,0.49629329730081273
-3.6979096777048617,0.5812050667488639
-3.763474837860952,0.5366382615821996
-3.627379824112864,0.6285059822845105
-3.7866340093233393,0.5253417456652015
-3.736217454378597,0.553378156638018
-3.7654335349315815,0.5360653983364263
-3.7169356306550125,0.566709260585273
-3.7973382047160165,0.5145137044890001
-3.7514308736317994,0.5433306284345829
-3.7003168407024547,0.5776417300252777
-3.733495006249278,0.5547693187238735
-3.7711185577035233,0.53104961500378
-3.6867797714598667,0.58574975651005
-3.6347355129599586,0.6196170221700615
-3.7365914506627127,0.5534060041478543
-3.7407248375284556,0.5495940492950968
-3.635786090561293,0.6210593291741251
-3.751768474182612,0.5407386834353187
-3.648065224335194,0.6110215600381612
-3.7365204758217625,0.5536511127818816
-3.6923165918951044,0.5830799658737577
-3.7784238489564346,0.5250302766741255
-3.6920782929291254,0.5842061933910538
-3.736972035513054,0.5590664724480242
-3.694039887049807,0.5840129480494363
-3.6601430258579692,0.6056414676232952
-3.610121447959733,0.63568094435834
-3.6239429304505455,0.6299156977019674
-3.669446146819083,0.6004797340942782
-3.7257966485460265,0.5577852612523324
-3.72511421640431,0.5599570584043163
-3.762091836450175,0.534991236482295
-3.691133995087653,0.5853694685760494
-3.6879309615356948,0.5857914745383678
-3.7753070410186886,0.5265481496346867
-3.7852216479111256,0.5188641902278252
-3.688656793051583,0.5885719058729884
-3.7848089470464195,0.5200082611308992
-3.7414483701890546,0.5482934476174475
-3.7743951100114175,0.5302612205119142
-3.79999035884284,0.5091968018526078
-3.6754126893916172,0.5923341148841327
-3.743828802341999,0.5474347575524229
-3.687216936275428,0.588717359064812
-3.7282279774511253,0.5570487137369197
-3.719498843725479,0.5637392225584127
-3.8576579952333723,0.47343625784388843
-3.7798967059246444,0.5266287165104706
-3.6959429764641225,0.586089629419785
-3.8030008364522407,0.5112677699582522
-3.8155213605288076,0.5008715089532049
-3.8014067119594057,0.509415979420364
-3.7206513283151557,0.5640910586649812
-3.72756188841951,0.5600401717792122
-3.717133770737224,0.5667258237262777
-3.7434810152909415,0.5490181540794565
-3.691272815919531,0.5848473931952038
-3.70470482173401,0.5773855372383204
-3.5980780962698478,0.6443554455342926
-3.773676765307046,0.5289465211918865
-3.7183475396755385,0.5678878000353994
-3.7498976334958516,0.5431275739863063
-3.686953714265187,0.5868233453590703
-3.793983477749167,0.5132771616211443
-3.659018594665897,0.6047897818873432
-3.7858719780428047,0.520399877940589
-3.6897215905563105,0.5865661287479934
-3.8131676858024273,0.5043795870055824
-3.7612664281524,0.538024602515238
-3.659954666365422,0.6031093930056367
-3.6756651088418257,0.596911849091253
-3.7621156805687184,0.5374222926314398
-3.76799951533965,0.5320217801370196
-3.795269189912254,0.5163168943161435
-3.7528712869258576,0.54597995931111
-3.7246073334270857,0.5650940211895797
-3.6552217103528406,0.6074555046487218
-3.6752137818794797,0.5941530667152225
-3.6250015158832816,0.6284106048680106
-3.697951278744324,0.5780826384483587
-3.7299640060804196,0.5597921393686922
-3.7099195430985943,0.5688714344972534
-3.7273350728923713,0.5582476510604931
-3.7372520454236655,0.5549027672767951
-3.7135996076281717,0.5694956307102075
-3.7083157132008675,0.5712624970448603
-3.6940028790957293,0.5761796690094045
-3.6268955220496673,0.6250864749829289
-3.705439826154993,0.5759154293349495
-3.730247621397725,0.557663822128116
-3.7500532763187873,0.5461618497075389
-3.7889533001727127,0.5211737315438435
-3.6752412352983432,0.5943041235354076
-3.6746782268176736,0.5956694819369637
-3.852319828013101,0.47919683646231664
-3.7643219227873113,0.537481844899831
-3.669540246508407,0.6000281900796947
-3.8525171304058956,0.4729163577006521
-3.7001629507462694,0.5775640509428396
-3.697891165617964,0.5802657412495652
-3.701599527303872,0.5770995996451621
-3.7768331005160727,0.5277313656325109
-3.7133941631692324,0.5736644676743815
-3.679855135246133,0.5919919118017184
-3.8034595345424744,0.5106890146363902
-3.733804874320598,0.5584468570830536
-3.762057269160921,0.5369026900260299
-3.6963595427993696,0.5828444049226787
-3.777332338610561,0.5268817043164474
-3.7180478037813867,0.5664117384787
-3.7522538665439726,0.5438435095873929
-3.794226112480803,0.5141357571101455
-3.7359357945195115,0.5538138592691356
-3.607368162804792,0.6412967404525897
-3.767816184035828,0.5337432874969659
-3.7398317712958247,0.5499301596056823
-3.714109770672903,0.5691083780075717
-3.697003566448976,0.5807754817416138
-3.6607414921471593,0.6042967375864109
-3.6175018952523543,0.6319335464529621
-3.701951004650944,0.5765932374649093
-3.754896374730775,0.5416308651457016
-3.7487174994375843,0.5462863166549432
-3.8145429703987985,0.5030758578374428
-3.762022438783383,0.5356070654201369
-3.6912850644571034,0.5834566774053832
-3.7301679560751104,0.557772694815436
-3.705212291412233,0.572826031618271
-3.8295031754010678,0.48528969218351736
-3.7683048557902414,0.5312556369124328
-3.752118495531449,0.5457198101429714
-3.815317851179393,0.49960336715251386
-3.698206175038,0.580813001897133
-3.732420896635824,0.5558689442484606
-3.7265224441361187,0.5642802271625168
-3.8485419793491866,0.4794569802362091
-3.6179608144321254,0.6302379429991074
-3.746081032004455,0.5440410019033964
-3.6489711395903055,0.6116904588917865
-3.7351406178904014,0.5559583556187471
-3.7671872514655016,0.5340083056197983
-3.664740027590939,0.6039093507837145
-3.8244703506326463,0.5003192322772873
-3.7589245262458784,0.5379462908418672
-3.5378434845220648,0.6802698170759135
-3.7827142348412446,0.5210018514497403
-3.729687733193845,0.5555851946850673
-3.696565971397018,0.5798331065590082
-3.6814584781324218,0.5922676961898226
-3.6692994716155227,0.593020474993883
-3.736470550921125,0.5542463427933529
-3.6779806843837437,0.5913297828064396
-3.7760251693238445,0.5283808462089599
-3.7144998639919056,0.5671822054710046
-3.689849189222551,0.5875568539040987
-3.6954976561980435,0.581404077485067
-3.8395400394744392,0.48576939877010133
-3.871102248566926,0.46051783921429035
-3.856040591056043,0.4725917628887637
-3.8340185584423003,0.48747661999323755
-3.752161427264987,0.5408159976282254
-3.730617768328715,0.5588948076727562
-3.6923689085874414,0.5843914947441801
-3.659353588502983,0.6031662872250456
-3.7701151458690068,0.5303655119321478
-3.7730321799634905,0.5314232915942599
-3.6535232148850705,0.6120673514806101
-3.719765116885083,0.5632276924245718
-3.6728998465822316,0.5930825068093228
-3.650132169853247,0.6094975301499002
-3.7967617644199585,0.5122735016865274
-3.75844249359318,0.5394826268756049
-3.739603229386404,0.5503627967363438
-3.6869000242452623,0.5857792840009075
-3.539937121361243,0.6806198034383961
-3.67717316574695,0.595325551186142
-3.687324742301241,0.5899548970030632
-3.7216229618915415,0.5649926187318105
-3.757319033034555,0.540904850364747
-3.750638751502283,0.5430891496756843
-3.7704888829661343,0.5308792094460071
-3.8308891113108543,0.4890700876665933
-3.7085424870602517,0.5713390033975105
-3.733951999045239,0.5582295482528974
-3.60592919559212,0.641483296565984
-3.77138863452982,0.5301522158139982
-3.7392394339912403,0.5538496742825947
-3.717594389216398,0.5673166840408135
-3.7787979181560662,0.5292786707842949
-3.664258382977414,0.6010906129593738
-3.8182153317107557,0.49700593947004323
-3.7138446907923965,0.5742642754093441
-3.683802904121387,0.5840036813824904
-3.83904217636962,0.485474830517709
-3.7168029718792295,0.5677456615485491
