K_star,K_r_o,K_r_e,K_rstar_e
-7.863085694363509,-1.168407929555026,-11.898034267577366,-6.646334057885767
2.1845413247720797,1.1107322342938306,-11.04110211579879,-9.847989804099376
16.486637478530753,15.007662244700025,-12.742634767417266,-11.352128480828567
-12.41547915264082,-1.4300026824591967,-11.365776792123347,-4.195868860770863
-7.729117751518345,-1.5448088856987778,-11.877052962735004,-6.9297113492946245
-9.51445363918081,-0.9110170928740295,-11.364905720123485,-5.231168844319682
-11.099469804299957,-1.1059838588603204,-11.790918350446542,-4.992613892564416
11.61628428587873,10.543748237963316,-11.999382697979746,-10.746859510584613
14.842212794071944,13.803147139516565,-12.766219907461297,-11.218320562728362
-11.421814052924953,-1.0847403785050376,-11.709552223823273,-4.717725385071248
6.5632081823186965,5.261148636784354,-12.158985539171763,-10.882327271281785
-12.028645980198593,-1.0192275767183652,-8.831082229998236,-1.876454826422009
10.407360329531398,9.016800716653602,-11.935386696575513,-10.779945538632148
3.70271339363288,2.634782502849365,-12.154512155878779,-10.817432274743755
12.746561287452483,11.083470081097303,-11.716156507993084,-10.708271625505747
-7.987224165092577,-1.33221885678056,-11.801680023854168,-6.6067145606898405
2.8121639277479074,1.5438114427944902,-10.941258451770524,-9.940235794733628
-10.301673337106651,-1.1799297671339897,-11.594269338287136,-5.2724515496882205
13.958463970177618,12.350331793007243,-12.469388952413018,-11.22517014760112
9.11890560010481,7.581989339908061,-12.431654678184803,-11.117414645498119
8.979514247852517,7.811432992329392,-12.117823197679394,-10.818749007663857
11.486929705454571,10.41020629807051,-10.433106185842677,-9.364947724854172
5.77657490489745,4.849966494515442,-10.590275585010072,-9.452601050022581
1.1440086956008937,0.18276004181663796,-11.619024947582831,-10.218303941318498
11.384004447006589,9.929931878664103,-12.777320840495282,-11.434270809556741
5.9858780469245225,4.510781841905116,-11.779189940064997,-10.721273705027755
-2.9551960855935615,-1.3784373480400796,-11.114000639304042,-8.673432712394066
-11.860722732364668,-1.7384668711269198,-11.660167341394432,-4.887315763164253
-2.715642849241595,-0.6824616596083202,-4.923137019248912,-2.484226424933502
-8.096472360742515,-1.5713218344711517,-12.48023335792871,-7.160141688457262
2.5446489878739564,1.4759293677708811,-11.625174961907389,-10.332194926489796
5.372820223360597,3.861217057389398,-11.393917843010176,-10.368081881891676
-2.9852497790219745,-1.2001477315396785,-11.093021344880784,-8.571722791561054
-7.981630025239378,-1.1076921295465005,-11.894457066504174,-6.684529382347573
8.877735448842351,7.642390745114469,-12.148825954134715,-10.77076020127365
-4.711783993604898,-0.732464833550946,-10.07853568800309,-6.599770942154568
7.278832855304588,6.247070359980358,-10.22195158146656,-9.207350537108114
-4.987375778577919,-1.429005631401511,-12.556006818765976,-8.693135031939129
-5.15307168116099,-1.3529995329653897,-10.515143462447018,-6.942472277645849
14.465838190536617,13.169157799436038,-11.376547222769595,-10.289168162665959
7.633732400065813,5.7892831250624806,-12.758280913577604,-11.580277953511345
-0.5000924657501162,-0.7834513441056907,-11.779936131264169,-10.233068490084356
-7.598327392795818,-1.370335972886991,-12.168370194367352,-7.081551182628532
9.615888752689182,8.18936780487312,-12.560389593606482,-11.24560495666665
11.802236958803498,10.275139651924645,-11.637440158559599,-10.575210440664044
13.664121190560074,12.178538184649083,-11.32960688272079,-10.303667710298914
-6.907269031821887,-1.5087606841120489,-12.039054207341383,-7.377466665516641
-8.666677545153757,-1.601294517777945,-11.324788329317576,-5.991825830927756
1.5271889501152254,0.4770069542109652,-11.319545852989718,-10.030203175098048
-1.4562907287317142,-1.204208647800101,-11.793294051499641,-9.98172306373975
11.56309486245832,10.640311849505064,-11.64174049090573,-10.294469063989308
1.647274561380236,0.7771177255260682,-11.885477370522345,-10.532414226603105
-3.928356062294144,-1.1094731974763106,-12.177413845152088,-8.888171309404179
-3.57315975768533,-1.3078975207620611,-11.805346270120507,-8.896892825858991
-7.525815146422854,-1.2638862172570569,-12.045151981844795,-6.869132678950921
2.3181354208515526,1.3596050696854753,-12.74994814227138,-11.070375674322598
-6.221108173135973,-0.8071417168419543,-7.8712326012232054,-3.624308474160964
1.0781339007275452,0.06539893912257888,-11.554585916447948,-10.36184199766068
-12.502177731396628,-1.394580088956391,-11.932131051090604,-4.590877909607856
-4.405983632054666,-1.5591094964363388,-11.823675696485079,-8.614269284785859
4.381946145479949,3.3030339231223014,-12.10417199486623,-10.792988091211729
1.500073484397772,0.37190651922360396,-12.876430978606644,-11.260947688019016
11.896131702116056,10.55441085114202,-12.556298778270703,-11.295060768195025
-8.37722687207134,-1.5742716093119764,-12.594228794318832,-7.1218042122977
5.890324027463748,4.706012212265145,-11.69175169117456,-10.435121961925153
-5.877438875794264,-1.101164372806251,-11.160857697760708,-7.0536806396769745
-4.742753208245376,-1.5970803091336658,-12.206967741553509,-8.781097787370422
-2.8996165475316356,-1.404681790353627,-12.17385986053281,-9.516615408407077
9.209944166282778,7.697947256767601,-11.307757751118011,-10.441393362837008
-12.574565537913923,-1.8083869236804921,-8.201829833307121,-1.5798737108708663
11.574207416767123,10.136405345140227,-11.388200136757037,-10.36841270089307
-3.975036632033026,-1.4463320737533238,-11.312582498370263,-8.410892360781604
1.6685431853542396,0.39997451251912874,-12.913798809767691,-11.35883130107184
-5.919708406519735,-1.0750659408543206,-11.805199385385333,-7.519396874152744
-3.30789784293205,-1.5631627102384988,-12.138060225367969,-9.384415790877743
-6.425200177030346,-1.4202968470985973,-12.026939688950609,-7.582682078263222
-12.784609959506792,-1.435173987463667,-11.307543698948118,-4.030646120671294
-2.685500283720118,-1.1970842996197975,-12.025046550853071,-9.41249942211639
4.540666060313375,3.4876943096942408,-10.883249526913724,-9.772959018400437
9.97927496383916,8.782702817929888,-12.354692559042244,-10.975651684524832
0.562204691206631,0.13314892630093844,-11.582073922929446,-9.932283014373628
-8.425055165120792,-1.3829042742750377,-11.053223622054356,-5.95705000802911
9.626834479617186,8.140638734784204,-12.346200104637344,-11.119039506998952
11.660753558650185,10.4599892876104,-11.897687063932715,-10.636402221399145
14.432605676840387,13.097725957700026,-11.644146067772144,-10.48274564126101
5.543356070587265,4.36054997308413,-11.960820892707487,-10.713366944281677
2.0615044989032394,0.688827915030269,-12.537226818888136,-11.205124243491383
9.02074992269359,7.6235424112540375,-12.209713202013555,-10.92133616297434
16.860066000243236,15.552289005501006,-11.972382691692703,-10.693790169575273
-2.128857341079668,-0.9274217441695705,-11.346555601574856,-8.884398891120718
6.352678082345045,5.224457580486266,-12.228056263301317,-10.884400706974274
14.946495229197618,13.778377889754294,-11.570271283848731,-10.279540733662662
6.465248779958817,5.115861365191777,-11.622102900872214,-10.516606429429537
-4.8802953058474925,-1.7012057495407853,-11.756111619672549,-8.392963231453747
-8.654468888842619,-1.1734310113087227,-10.90911057886219,-5.531459399264497
-2.1025728406636106,-0.6565411883085904,-11.76393064324146,-9.29686713556266
-8.97412439816252,-1.353869802977295,-10.958203968953395,-5.526486840017582
-11.580225033128979,-1.320317720689912,-11.729506374105014,-4.775043107909654
-10.429347178366196,-1.1880231005122914,-12.346959284619949,-5.6713039877723626
-8.300045907685536,-1.3764732485718745,-11.992948155732556,-6.595512202451788
-7.137067489439872,-1.475560715636898,-11.211091332289563,-6.66492095546459
-2.3034394427681377,-1.0216158065417489,-10.58858002720328,-8.393437080478265
-7.718038476311241,-1.1230785161030958,-11.389819304945798,-6.280338744534627
12.605287079147377,11.549410836311015,-11.513508318558863,-10.30524358084115
-2.446381990525264,-0.9408348559744237,-11.559976859578972,-9.064551867202924
16.032948175151073,15.097810559528948,-12.544458461852198,-10.834136608796886
-8.011079061180617,-1.0354959948596476,-10.050848539855853,-5.045221161787692
-11.077981041159966,-1.464318113873353,-10.715887772522704,-4.275285239167294
-4.988886582270271,-1.2617185551506125,-12.20831215408027,-8.379950784177073
1.163005003543976,0.16228529206620468,-11.73595715978149,-10.484295295512686
-1.9162017758511198,-1.3691862428620372,-11.59474016003013,-9.567763818578873
-8.033549892260055,-1.5011473981463856,-10.614887106664858,-5.816680240693288
-7.507989124830019,-1.1539503576819503,-11.674876389773278,-6.716826350301385
-8.324812674299201,-1.1271879440168,-11.212513128654567,-5.93724395126012
-10.954537790981561,-1.1925668235030025,-10.810429290208003,-4.289597642416798
-7.052670843925169,-0.9948823117963181,-11.511289903644021,-6.760665307832266
4.316810249058614,3.1916804157319163,-12.123387289752436,-10.719052663544861
-11.977235784034303,-0.9368048211004958,-10.107274991637327,-3.0654539661139277
0.7649867177813228,-0.11549472159787877,-12.55081168559212,-11.005106554741213
-7.984360276464772,-1.3985218735994926,-11.425685513053821,-6.465430169038591
-4.424583553514894,-1.2476874176114936,-11.315241916031292,-8.035915466557118
11.404232209438275,10.063843090404385,-12.846035342941393,-11.262905985230558
6.725030123994964,5.545403784249835,-12.80308953879344,-11.141082089167977
-3.691868187719968,-1.3826663932578656,-9.942332856482562,-7.286163067564911
-10.129713521102197,-1.1807461180160748,-11.45286000808516,-5.219774046038898
-3.869030047856655,-1.4824186350076167,-10.709762492217653,-8.132197715208658
-3.314168621453378,-1.5611210226974972,-12.963457830186059,-9.87490557773123
-0.27715780352554575,-0.7327708102901705,-11.98945260554435,-10.288973759208831
18.67803188348188,17.35831639917764,-12.429389596091601,-11.002851927312614
-0.23689039354582153,-0.8373017614705003,-10.271586148919157,-9.039225839613016
13.844167883747545,12.909200738627177,-12.151554216260855,-10.77436613793914
-11.059650903263979,-1.0435856464769302,-11.77694555237343,-4.8755030561850905
11.686811617605082,10.522576263063646,-11.763720556825113,-10.544072514357389
1.8942045464392212,0.4785964805827341,-11.524824775257342,-10.419285082213058
11.327575790794638,9.890747800650107,-11.793740829371005,-10.66294340795968
-12.601843443736866,-1.3119065116702908,-11.502765430468862,-4.177849913013652
-4.197443533498696,-0.7572648925131577,-11.067419587533664,-7.561768053204082
-12.16714933016561,-1.3156124531986164,-11.474005359320673,-4.257771641878472
-6.998747415228498,-1.1791712965172727,-11.218963440309698,-6.620114086882378
-3.0708581060875835,-1.3269927439639617,-11.911057179745036,-9.332811773542225
-9.709827575584681,-1.1056778237243732,-12.153979494270985,-5.906742739479057
-10.082625740553663,-0.7824852830702674,-9.205507787098448,-2.973206974822947
-7.487728401720165,-1.1178344652050494,-12.413881587594995,-7.215445056687012
11.92322654604433,10.727673004536491,-11.08883719839605,-9.921008271874786
-4.490488670001625,-1.4215939329404506,-11.8635183687625,-8.510142444052406
9.22480746607981,8.055911642653232,-11.92565148578284,-10.810218169652812
12.787284827530746,11.555755505291664,-12.2518123728188,-10.954175542656854
-1.141509031517864,-1.081649271281782,-11.910840926346218,-10.039234063765488
-3.3347126133811047,-1.2066422268456818,-12.02208714570619,-9.087745892645312
12.639326717873644,11.136882375767831,-12.223500278555791,-11.128797153929385
-7.678181257217754,-1.3366351508348633,-7.980316160984985,-3.261672418930268
-7.762389696480307,-1.434118574364677,-10.960969226859676,-6.186084241311647
4.972767827829145,3.680786699775595,-11.218385178073296,-10.195536364201722
-0.6061363209868968,-0.6749921319491361,-12.121592357743166,-10.188633771936056
0.34025887712951963,-0.24968474757228187,-11.759437023572522,-10.265961635810202
-2.712328026826031,-1.2602113660901868,-10.646324267034268,-8.3848684302714
5.885715111643699,4.868804908112354,-11.114550801915467,-9.854452320903826
11.716285586935706,10.178711712514698,-12.124072887090389,-11.011135762416309
-4.678041049222079,-1.158684864044881,-11.795633189694838,-8.058287476381325
-11.563906928779886,-1.4687539974598514,-10.693696645665582,-4.012960474298168
1.9235165171735904,0.8947207896451452,-12.445529283182923,-11.091499944814757
-10.305748099208161,-1.3481083945480647,-12.031202490200442,-5.64887571351612
-6.070200796916149,-1.0507247546838887,-11.936801466219066,-7.523968378410369
-0.13477147404900836,-0.45287061544040563,-10.615338487118107,-9.12955505801704
-10.029484677182563,-1.3856442646045017,-11.427581114066296,-5.393443969669059
9.496556884891788,8.412564765280992,-11.711351491920508,-10.601826663857137
6.422948982613262,5.520108351783189,-11.513648448562343,-10.14112537135821
-8.638447756207354,-1.4392037979798913,-11.694356613254364,-6.245223257426375
-1.23665175580369,-1.1228241887966404,-6.922548964700921,-5.397170940163592
6.628399789411616,5.441242504092847,-11.543295143562569,-10.251056930167605
15.962773810549914,14.613325581387155,-12.074146605919344,-10.987181010188538
-4.9352330877922075,-1.3136948502360988,-4.65360803207827,-1.354520034928779
12.266907087390152,10.713896842467943,-12.700553418394032,-11.463911477681524
-10.442487352274474,-1.072788114652547,-11.222468301764017,-4.747202181544896
13.713499501835475,12.046629945917967,-12.424834904167875,-11.312015866296942
-8.95502138947422,-1.1075624634497907,-8.840938886416984,-3.4786955700737523
6.818338077731464,5.693414560601504,-12.762039601044902,-11.139189653056604
-12.743190199125886,-0.9369386300615572,-12.285682529822349,-4.375796052248991
-4.200939863509906,-1.206847501942714,-7.808476028812209,-4.931386201090181
17.37749916969641,15.764133240460094,-12.978760385110744,-11.646467039552862
8.22717440409761,6.859689372281377,-12.617446453891768,-11.2073059115743
-11.734073203070688,-1.2341110657460124,-10.356309229875183,-3.506994222065086
-5.04232919671854,-1.1510921268541703,-11.198114815155185,-7.626636146422673
2.5721020343783074,1.4583735657107628,-12.230681298459801,-10.789829469757972
-1.8230472208714286,-1.3622961343333502,-4.747376885537154,-3.0803002468384175
-2.16250627877469,-0.9852149205060199,-11.537908139722969,-9.29034002342829
7.217969834393104,5.654070663673879,-11.618352730605805,-10.68484066900479
-12.749835614714701,-1.0577497372966482,-10.311273622022338,-2.9536682059174844
4.789408969310983,3.465766728889768,-11.084844357193226,-9.99972031881769
9.070962928919448,7.607308225104975,-12.361450463638382,-11.098753831551146
-0.9969086041181399,-0.8033485658488186,-12.171284243534519,-10.063900369229572
-1.414366938003203,-1.1927134403028525,-11.400126585411558,-9.597322085509308
2.0792232333817293,0.760458035478222,-12.355728733730508,-11.070179185783742
1.3983314456713423,0.0816752606516069,-11.810495145552546,-10.602231901839867
14.703433929256402,13.386168244166823,-12.5613616784853,-11.101211209519633
-1.4930766989122861,-1.1940563561557733,-11.571148643426808,-9.69158681721475
-2.228145918279366,-1.1712378096923088,-10.330141733576077,-8.254490005433327
0.9069926201565726,0.06967660591856628,-11.714422177004126,-10.380470624962017
-9.147875969783527,-0.9725218578360606,-12.271193212181652,-6.087170799382564
-8.24276291068864,-1.5305257990572747,-11.684666555199954,-6.558903850236097
7.0050898614056525,5.6389529830536045,-12.692131849851863,-11.219950911402378
-11.881189653252852,-0.9811906563984674,-10.546644807725254,-3.5807801884350243
4.320432787930937,2.6379795035910147,-10.31565698917152,-9.660216893953148
4.201299455806569,3.186892543296816,-12.839688184084697,-11.142732939030134
9.835345185302605,8.7293701495116,-12.153663282450413,-10.93567891982269
14.601079293098518,13.169494782820616,-11.952948408860593,-10.854973199003915
-6.025235126503784,-1.6007973011881984,-9.437648439186546,-5.869551099271829
0.18883533858935803,-0.47914524983704637,-11.887294247254516,-10.390882329616575
-5.983986356584794,-1.1671794740302621,-12.057072440110653,-7.827296316556022
9.850070337446482,8.306126916856083,-12.532954801721724,-11.202348020455164
-9.565567612746042,-1.4030661151696155,-12.27237751028566,-6.250515591522451
-5.983986356584794,-1.1671794740302621,-12.057072440110653,-7.827296316556022
-0.26521597387937934,-1.0149890936106736,-11.752316194260834,-10.37428418882538
17.276445428058242,16.152853950233315,-12.921180575456678,-11.368089588335078
-11.386222500694435,-0.9366607833740359,-10.13730933497889,-3.4063372620047048
1.1893754132506706,0.17399191032871764,-11.743687091259673,-10.497848091191816
3.694447975754545,2.4666445045517467,-11.76502388000838,-10.55165567052919
-5.4555177537944886,-1.4043602864550147,-11.25316213362861,-7.580408677382012
11.066459529991258,9.507722718841439,-11.814016978336827,-10.786255227234513
-6.75068771041106,-1.1582644182742419,-10.946251569654075,-6.537658870281534
10.568148770932746,9.162543246198146,-11.388186466558416,-10.36832852513689
2.4360908639726038,1.371481282912725,-12.20373733258352,-10.85333813681106
-8.836739424313308,-1.2969274664272559,-10.959655379703403,-5.5226702160911465
-4.622559364781619,-1.2218143982921492,-11.493768481915529,-7.975884110943451
11.081860394239413,9.96741940155228,-11.75538483716035,-10.544329661992386
-5.242538007542968,-1.0219853205319638,-11.856839514301395,-7.915160618874855
5.712462209869923,4.875946634104217,-12.145646723369158,-10.610112894943056
-9.450344622854278,-1.6096477493622487,-12.152697826407607,-6.4288511362015965
-12.514131341379452,-1.1562782733155443,-11.908963929342889,-4.327491419287947
5.861032103835395,4.192504279351418,-12.308730522972143,-11.281764531460041
-2.699740139813528,-1.1152092806977771,-11.443311786128993,-9.017844885980612
9.924104428126515,9.075135726423596,-11.342520956903462,-9.95142348366255
15.98973360985724,14.745691432612013,-11.923716044049325,-10.62342634420969
-11.18480098566092,-1.259984796796131,-12.093694809598178,-5.236611570368511
2.0508027755526044,0.6713016359223394,-11.876557266431133,-10.705319114377325
-5.711221688306263,-0.7986142145010034,-11.398500152407074,-7.24276776690753
14.003801578472565,12.367862816940587,-12.694829597688445,-11.440167899920915
-6.0148943648407185,-1.3401000714770683,-10.123872144689853,-6.3364638981497325
-0.938575165919155,-1.0521674846980205,-12.062662595762479,-10.275265735635976
-11.028646412653885,-1.0158562359111991,-10.771283110878866,-4.230239874505823
-6.239128906758084,-0.9873139317336822,-9.803908794403807,-5.646542417297539
-7.806966411450354,-1.3788328101202334,-11.20534916664129,-6.372728934257583
-2.979004671575278,-1.4188773928005898,-12.090497868797792,-9.38620453900305
12.03096521147198,10.731572834739982,-12.134495899579116,-10.875752436479662
10.606768380520322,9.385917700358139,-11.77031660358413,-10.60509708184505
6.778280461664924,5.484998799147277,-12.282952879252031,-10.885361563164407
-11.656645007234285,-1.3263936340466427,-7.308330528931346,-0.8022172018867746
-0.2553147839005243,-0.5135708059403226,-11.640717226385451,-9.94812403813846
9.372375648000986,7.836988889390108,-12.176727394330127,-10.958203365529796
-2.8720484740393664,-1.2464299864265942,-11.417400680227303,-8.859224345525913
-0.3372548758928209,-0.7450357007830721,-12.216717033649678,-10.43649143336976
-2.4687576289310553,-1.3136539449958713,-5.408399200340897,-3.3619656255807264
-2.3034394427681377,-1.0216158065417489,-10.58858002720328,-8.393437080478265
8.419814168122114,7.323153351483038,-12.535681498003735,-11.029812999411279
0.47417069866350214,-0.0387958550244667,-11.534391991000902,-10.00173968107273
-0.9723759617048926,-1.1551039922657171,-11.170620014050566,-9.622965200377681
9.924104428126515,9.075135726423596,-11.342520956903462,-9.95142348366255
-4.0509777436783505,-1.0679610832913458,-7.461603505737314,-4.476187436305685
-5.56293953106335,-1.2699615547032947,-11.978596476764839,-7.892694819865017
-7.6535418555272035,-1.4457799458431289,-11.583654207180158,-6.7431113831279115
-8.26208252555611,-1.5412301052172208,-12.267615206492458,-7.069878934344599
1.8207555944983733,0.7244974678912177,-12.108242798879386,-10.695078688831156
-3.878049897803522,-0.7135002084641544,-11.10242992878378,-7.769804523619784
-7.374906137214083,-1.034988317919614,-12.124294883203957,-7.08166262282237
-9.117393258415747,-1.376610860857333,-12.033670185918814,-6.394210172323806
-10.766687768494032,-1.0710879463245933,-11.29694595043799,-4.664409275456923
-2.715642849241595,-0.6824616596083202,-4.923137019248912,-2.484226424933502
-2.723906353720892,-1.4945974256334515,-12.280532870012017,-9.700562660343024
-8.548123581709515,-1.0024077590999787,-10.00478571385824,-4.761481730186785
15.853672416812003,14.552477844758652,-12.278276689274625,-10.96095248330717
-2.652464043031811,-1.3160243331813848,-11.3165303417806,-9.00795857308149
-2.50422333736353,-1.2964064676475693,-11.6616513042445,-9.274137329923057
11.55577962013827,10.505812354517376,-11.929480131025977,-10.48034041110957
-6.744658670479195,-0.9100817997513573,-11.05962073069345,-6.473859655667031
5.791848640328912,4.2560050083991925,-12.99008936405762,-11.558510834702343
-11.261445366796712,-1.6212111026881368,-11.480506414944914,-4.856322044700206
-11.702287876550322,-1.4126045017755853,-11.128802153290296,-4.4038925235460615
1.9181949131129366,0.5672151501937062,-12.931935968518047,-11.387245024508875
-11.696634174379323,-1.1956893405373286,-11.858726760942544,-4.848682733527046
14.083732291504,12.607377370966303,-11.986824164797019,-10.856035770970283
-2.5717471232558813,-1.249893556086228,-12.082789232516793,-9.58104632818504
7.167223047448744,5.846549499109535,-12.476103350483909,-11.088573476031677
3.8907990393104974,2.7489055878399093,-11.325838311488193,-10.205952616445293
15.98973360985724,14.745691432612013,-11.923716044049325,-10.62342634420969
8.041281672127127,6.600170666625289,-11.547540166890277,-10.61823346895817
-12.516645803671103,-0.9429988623990995,-11.054841786195883,-3.7912703849598435
13.820223541063637,12.28205288430956,-12.10189807471693,-11.066419713707424
-7.249684724496859,-1.3949690127480143,-11.886401754708565,-7.2198618834302275
-11.635092252898549,-1.4752208458948253,-10.939218009521971,-4.375070362444562
-8.706959048320648,-1.2350463027352314,-12.055168242313304,-6.401041690500033
-4.205766785156973,-1.434580954623645,-11.27895617315745,-8.232466424658242
-6.574081819696842,-1.102143164004578,-11.39905048302462,-6.9460014599591275
-8.610605632492017,-1.1068930817654925,-12.155389588174637,-6.462819593494719
5.2034602617435555,3.8980989171530678,-11.229102449078603,-10.242757135379982
-12.926578268614463,-1.10359322670379,-11.411402062508857,-3.6999507262639306
12.102817281606985,10.796231497472515,-12.363139885217302,-11.024997317078824
-9.229301669219439,-1.5793679235941749,-11.152510901060118,-5.709173027124358
-9.82121416092835,-1.5793157855052078,-11.208063667428364,-5.514014238223154
2.0014336963630406,0.7425881802803356,-12.040735747095608,-10.752044863015026
-12.395154933810415,-1.3980060439142248,-11.592608337075866,-4.396301554304426
-3.8332893805446187,-1.1139388169902078,-11.457026396195133,-8.440701859910588
4.915372396164431,3.3883067215984006,-11.924366155822613,-10.861269810319754
-12.523137882102562,-1.4720174742187133,-12.093028298634191,-4.677877248454599
-1.722069196338233,-1.643451894237504,-11.66268427449551,-9.869508602218271
0.3864828847715902,-0.3279206851860762,-12.041087614035618,-10.522029729304327
-2.3098295747405393,-1.6262477650858138,-11.573675686597385,-9.538358703445912
0.5957514434440266,-0.44406634966762026,-12.482711070403267,-10.988557147719117
-12.926225560611721,-1.6221002259889832,-11.398174623932121,-4.169641640260933
-8.715369718990308,-1.1457608680292308,-11.23049985343496,-5.734061603482858
-11.322184654679154,-1.5208105870427173,-11.169424356644797,-4.6166129809608965
-3.362924289817476,-1.7021567625185834,-11.510207248543617,-9.077067070713154
14.93497054091715,13.915445697907375,-11.454826306358116,-10.254056163122053
-4.30709706229034,-1.4408057358245212,-10.257922449348083,-7.46702238156155
-1.4231182884083946,-1.1292558632258771,-11.85963230893372,-9.776001182632438
7.897140276606137,6.82714104711264,-12.14849286285993,-10.719207300930961
13.524371494287,12.243056541166764,-12.134480059981033,-11.008956508518779
3.549843893737471,2.13720703815782,-12.50036791378906,-11.173232764951724
-10.651056987684791,-1.409054188613293,-10.984477907197933,-4.642363956536522
-10.3007012411353,-1.3457713146150239,-12.031197420236452,-5.650248931315965
16.13415136498691,14.963038831220196,-11.380115764498402,-10.245285932701337
10.358964400153116,9.213580498334249,-11.228547858825996,-10.116460323172356
-6.299352883523056,-1.6982873361164061,-11.493937432505563,-7.5382166347517945
-8.289410710931923,-1.523962101916614,-10.994966473650107,-6.137482027665359
1.5728623330179055,0.6614899049031211,-9.760907153233752,-8.673804995821504
-7.130929832221826,-1.050772439122544,-11.508828638741253,-6.691398470078316
-5.013840251258702,-0.8079033114312908,-11.59675489059667,-7.708521465216952
1.9113851165862867,1.2334806972008254,-10.99870421500197,-9.685744104098042
-12.178858812738564,-1.0151173273712024,-12.234041333969243,-4.6082665928074835
0.47830657719659,-0.7573779423922498,-12.723887660699011,-11.348512662142674
